koi_disposition,int_koi_disposition,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ec,koi_model_snr,koi_depth,koi_tce_plnt_num,koi_impact_err1,koi_period,koi_teq,koi_steff_err1,ra,koi_slogg_err1,koi_duration_err1,koi_duration
CANDIDATE,2,0,0,0,0,8.8,239.8,1,0.251,40.7698541,585,70,297.46857,0.115,0.501,2.997
FALSE POSITIVE,0,0,0,1,0,9.9,43.8,1,0.0165,1.03905082,2297,179,299.27612,0.163,0.33,3.035
FALSE POSITIVE,0,1,0,0,0,3250.0,205260.0,1,0.006,7.140373046000001,1132,161,300.7731,0.293,0.00262,7.07032
FALSE POSITIVE,0,1,0,0,0,1412.4,20527.0,1,0.08900000000000001,2.496328637,2317,150,289.23157000000003,0.273,0.0013800000000000002,2.73115
FALSE POSITIVE,0,1,0,0,0,982.3,71589.0,1,0.01,16.31328124,747,180,289.53668,0.07,0.00732,4.45731
CANDIDATE,2,0,0,0,0,10.3,98.7,1,0.28800000000000003,5.01880305,1178,166,290.21255,0.07200000000000001,0.187,1.8230000000000002
FALSE POSITIVE,0,1,0,0,0,368.8,177070.0,1,0.22,1.583334941,1548,175,286.78952000000004,0.065,0.0191,4.4854
CANDIDATE,2,0,0,0,0,8.6,230.7,1,0.3187,299.70687999999996,237,166,287.02615,0.028999999999999998,2.7,15.39
FALSE POSITIVE,0,0,1,0,0,8.8,125.1,1,0.0494,7.932019099999999,811,194,298.0549,0.10800000000000001,1.0,8.18
FALSE POSITIVE,0,0,1,0,1,14.5,337.0,1,0.126,8.4804737,930,189,298.73502,0.05,0.31,6.157
FALSE POSITIVE,0,1,0,0,0,5742.0,259760.0,1,0.005,4.994773558,1264,169,282.69977,0.185,0.0006799999999999999,4.48893
FALSE POSITIVE,0,1,0,0,0,3732.8,730500.0,1,0.002,1.105094098,3771,223,293.84622,0.39899999999999997,0.0032600000000000003,4.3819099999999995
FALSE POSITIVE,0,1,1,0,1,390.8,2122.3,2,0.09699999999999999,0.9523778620000001,1713,152,290.68866,0.057999999999999996,0.0164,4.0869
FALSE POSITIVE,0,1,0,0,0,1243.7,69814.0,1,0.042,1.941635737,1728,145,293.68073,0.067,0.00121,2.46683
FALSE POSITIVE,0,1,0,0,0,511.4,25302.0,1,0.069,0.539445498,2959,181,294.35016,0.209,0.005229999999999999,2.2821
FALSE POSITIVE,0,0,1,0,1,8.9,127.3,1,0.154,2.52122764,1177,149,286.42703,0.036000000000000004,0.259,2.249
FALSE POSITIVE,0,1,1,1,1,15.3,967.3,2,74.71,475.91705999999994,221,80,297.75311,0.127,2.6,22.86
FALSE POSITIVE,0,0,0,1,0,10.8,43.4,3,0.1191,0.8582858440000001,2274,182,293.02036,0.204,0.34700000000000003,1.7990000000000002
CANDIDATE,2,0,0,0,0,9.1,221.0,2,0.055999999999999994,4.88446644,579,70,287.85773,0.049,0.29,2.057
CANDIDATE,2,0,0,0,0,12.3,95.6,2,0.433,3.03359398,1529,83,297.79691,0.21,0.22399999999999998,4.026
CANDIDATE,2,0,0,0,0,9.6,192.7,2,72.63,9.3888216,963,79,295.8287,0.132,0.818,4.154
FALSE POSITIVE,0,1,0,0,0,1351.5,415160.0,1,0.006999999999999999,2.115510941,2701,211,287.17612,0.287,0.00772,7.2877
FALSE POSITIVE,0,0,1,1,1,33.6,158.2,1,0.009000000000000001,1.015044104,1979,160,287.77148,0.175,0.562,10.994000000000002
FALSE POSITIVE,0,1,0,0,0,757.0,24989.0,1,0.066,3.711013336,1436,151,289.6983,0.175,0.0033799999999999998,3.3102400000000003
FALSE POSITIVE,0,0,0,1,1,9.1,105.9,1,0.335,2.97586085,1135,166,290.16632000000004,0.07400000000000001,0.799,4.513
FALSE POSITIVE,0,1,0,0,0,732.5,276140.0,1,0.015,4.426344495,1316,169,292.83759,0.158,0.007659999999999999,5.84235
FALSE POSITIVE,0,1,0,0,0,454.1,104690.0,1,0.10800000000000001,0.957823876,2649,79,293.12161000000003,0.217,0.0124,3.7232
FALSE POSITIVE,0,1,0,0,0,4578.3,340410.0,1,0.002,30.96021667,527,211,295.07662999999997,0.136,0.00441,15.4308
FALSE POSITIVE,0,1,0,0,0,967.7,193830.0,1,0.016,2.470283788,2657,70,295.83401000000003,0.154,0.0109,7.8391
FALSE POSITIVE,0,0,1,0,1,12.0,42.8,1,0.268,1.23513471,1743,290,295.8656,0.09,0.589,5.44
FALSE POSITIVE,0,1,0,0,0,3617.5,205220.0,1,0.008,10.21712165,994,158,299.18677,0.24600000000000002,0.00062,4.35647
FALSE POSITIVE,0,0,1,0,0,9.6,25.1,1,0.042,0.618060842,1854,160,299.9982,0.099,0.231,1.892
FALSE POSITIVE,0,0,1,1,1,23.6,261.5,1,1.089,12.423215800000001,685,164,297.54706,0.034,3.9,17.67
FALSE POSITIVE,0,0,1,1,0,35.7,147.9,1,0.004,4.320693299999999,1205,185,293.26874,0.062,2.5,50.68
FALSE POSITIVE,0,1,0,0,0,3181.5,48943.0,1,0.019,16.48679636,1053,81,293.72182999999995,0.22399999999999998,0.0022199999999999998,7.06797
FALSE POSITIVE,0,1,0,0,0,3487.5,526950.0,1,0.004,20.14880771,631,166,293.94894,0.098,0.0033399999999999997,8.52557
FALSE POSITIVE,0,1,0,0,0,1054.4,412550.0,1,0.015,1.142946648,1293,151,298.25748,0.06,0.0032600000000000003,3.40234
FALSE POSITIVE,0,1,0,0,0,1307.0,78714.0,1,0.019,7.217010987,1096,163,298.69,0.22,0.005379999999999999,4.4215
FALSE POSITIVE,0,0,0,1,1,15.6,49.3,1,0.013999999999999999,0.566791802,2040,152,291.76828,0.033,0.155,2.2
FALSE POSITIVE,0,0,0,1,0,2121.8,483490.0,1,0.004,2.2457387769999997,1737,155,292.68881,0.105,0.00562,8.61629
FALSE POSITIVE,0,1,1,0,1,13.6,48.2,1,0.373,2.24572117,1479,150,292.69376,0.052000000000000005,0.302,3.88
FALSE POSITIVE,0,1,0,0,0,2338.3,251480.0,1,0.013000000000000001,2.316171991,1288,141,295.37515,0.033,0.00119,4.03025
FALSE POSITIVE,0,0,0,1,0,17.0,129.1,1,0.19699999999999998,0.566813319,2313,193,291.53311,0.052000000000000005,0.57,3.752
FALSE POSITIVE,0,0,0,1,0,1292.0,49618.0,1,0.003,28.78725751,971,108,281.08948,0.222,0.0185,13.953
FALSE POSITIVE,0,1,0,0,0,939.5,16876.0,1,0.035,0.835315046,1490,135,282.75241,0.07200000000000001,0.0016899999999999999,2.4544900000000003
CANDIDATE,2,0,0,0,0,8.7,96.4,1,0.032,6.29340543,1072,167,287.94165,0.055999999999999994,0.413,3.0239999999999996
FALSE POSITIVE,0,0,1,0,1,11.0,50.8,1,0.179,0.706430188,1473,152,290.59076,0.052000000000000005,0.146,1.301
CANDIDATE,2,0,0,0,0,20.5,254.7,1,0.024,0.78430061,1566,154,291.93063,0.077,0.242,2.952
FALSE POSITIVE,0,1,0,0,0,2274.7,161390.0,1,0.024,2.665875491,1502,195,291.99097,0.09300000000000001,0.00451,7.59461
FALSE POSITIVE,0,0,0,0,1,12.4,40.8,1,0.071,2.6658312,1663,198,292.01447,0.258,0.562,5.771
CANDIDATE,2,0,0,0,0,7.9,228.3,2,0.1079,22.786522,661,151,294.00787,0.045,0.38799999999999996,2.197
FALSE POSITIVE,0,1,0,0,0,1545.8,121560.0,1,0.17,2.028512246,1542,164,287.12561,0.087,0.006220000000000001,5.00309
FALSE POSITIVE,0,0,1,0,1,31.4,278.2,1,0.046,1.332545609,5080,153,295.2258,0.033,0.618,3.997
FALSE POSITIVE,0,0,1,0,1,11.9,174.9,1,0.32799999999999996,1.33256256,4529,64,295.23248,0.03,0.375,3.088
FALSE POSITIVE,0,0,1,0,1,16.1,78.4,1,0.247,1.33258981,1369,159,295.28519,0.032,0.308,3.987
CANDIDATE,2,0,0,0,0,15.6,1431.0,1,0.001,8.7396758,577,154,282.37042,0.044000000000000004,0.266,3.866
CANDIDATE,2,0,0,0,0,8.3,210.4,1,0.0688,50.0122,432,181,294.20096,0.07400000000000001,0.7659999999999999,3.426
FALSE POSITIVE,0,0,0,1,0,6.2,102.9,1,0.1986,28.7850347,993,185,286.68756,0.341,0.608,2.102
FALSE POSITIVE,0,1,0,0,0,4885.3,901660.0,1,0.003,6.096030635,1925,75,296.10501,0.163,0.0083,18.4531
FALSE POSITIVE,0,0,0,0,1,10.1,157.1,1,0.0053,5.9371708,945,170,289.14355,0.111,0.557,4.954
FALSE POSITIVE,0,1,1,0,1,94.0,320.4,1,0.214,0.577844035,1980,154,290.65952000000004,0.042,0.113,4.291
FALSE POSITIVE,0,0,0,1,0,68.2,76.7,2,1.09,1.75147897,2340,61,297.79224,0.121,2.3,7.89
CANDIDATE,2,0,0,0,0,6.0,47.7,3,0.006999999999999999,3.17796408,1034,83,297.63518999999997,0.08800000000000001,0.142,0.542
CANDIDATE,2,0,0,0,0,10.1,227.5,2,0.138,3.05293416,1047,175,287.53503,0.03,0.23199999999999998,2.155
CANDIDATE,2,0,0,0,0,9.8,134.8,2,0.17300000000000001,7.501793400000001,1046,174,293.12737999999996,0.055999999999999994,0.337,4.271
CANDIDATE,2,0,0,0,0,9.1,111.8,2,0.024,0.912351255,1840,82,291.55051000000003,0.121,0.168,1.072
CANDIDATE,2,0,0,0,0,9.3,89.7,1,0.402,12.470111099999999,1074,93,292.52939,0.233,0.465,3.616
FALSE POSITIVE,0,1,0,0,0,724.0,114620.0,1,0.032,3.495457889,2051,76,294.07187000000005,0.063,0.0126,6.9796
FALSE POSITIVE,0,1,0,0,0,87.9,38007.0,1,6.7989999999999995,4.01668015,1016,178,286.45257999999995,0.11,0.0368,2.2828
FALSE POSITIVE,0,0,1,1,1,12.6,91.6,1,0.48700000000000004,0.513482156,2072,164,292.64017,0.069,0.268,2.7319999999999998
FALSE POSITIVE,0,0,0,1,0,11.7,342.9,6,0.1482,225.66716,331,154,298.21509,0.048,1.3,16.6
FALSE POSITIVE,0,0,1,0,0,10.0,121.0,1,0.221,4.24748886,1079,157,298.38226000000003,0.042,0.42200000000000004,3.053
FALSE POSITIVE,0,0,1,0,0,11.9,36.0,1,0.366,1.000012952,2858,72,298.47495,0.22399999999999998,0.111,1.2209999999999999
FALSE POSITIVE,0,1,0,0,0,524.8,410720.0,1,0.019,0.878803439,1347,150,283.61157000000003,0.06,0.00815,2.74503
FALSE POSITIVE,0,1,0,0,1,14.7,497.0,1,0.085,8.65303996,764,175,289.08063,0.051,0.13,1.091
FALSE POSITIVE,0,0,1,1,1,49.6,936.0,1,0.040999999999999995,12.425744199999999,1551,205,297.64333999999997,0.171,0.335,29.122
FALSE POSITIVE,0,0,1,1,1,36.0,378.9,1,0.033,12.425424099999999,755,157,297.66238,0.042,1.0,24.98
FALSE POSITIVE,0,0,1,0,1,12.9,23.2,1,0.0772,0.7551092709999999,1961,161,284.32294,0.134,0.272,2.6189999999999998
FALSE POSITIVE,0,0,0,0,1,14.2,125.9,1,0.228,1.75251585,1447,160,299.16607999999997,0.033,0.534,3.489
FALSE POSITIVE,0,0,1,0,0,10.9,164.9,1,0.265,8.27923132,815,152,291.42236,0.032,0.204,2.355
FALSE POSITIVE,0,1,0,0,0,2731.0,376200.0,1,0.005,2.212877035,1507,166,291.52811,0.105,0.00119,4.66961
FALSE POSITIVE,0,0,0,1,0,9.1,1773.0,3,0.008,0.515875396,3189,254,294.67725,0.087,1.7,1.21
FALSE POSITIVE,0,0,0,1,0,11.5,84.2,2,0.1708,2.83401711,1381,167,291.56744,0.051,0.885,5.938
FALSE POSITIVE,0,0,0,1,1,23.4,141.6,1,0.35700000000000004,0.566803996,1350,118,291.58347000000003,0.036000000000000004,0.147,3.3989999999999996
FALSE POSITIVE,0,0,0,1,1,28.9,145.1,1,0.37799999999999995,0.566799927,1649,151,291.64725,0.027999999999999997,0.555,4.71
FALSE POSITIVE,0,0,0,1,1,14.0,81.8,1,0.366,0.566786121,1984,186,291.68314,0.032,0.521,3.404
FALSE POSITIVE,0,0,1,0,1,14.4,49.2,1,0.33,0.566802891,3111,179,292.91879,0.252,0.161,1.861
FALSE POSITIVE,0,0,0,0,1,14.8,30.9,1,0.2077,1.01884975,1754,141,296.06284,0.027999999999999997,0.45899999999999996,3.233
CANDIDATE,2,0,0,0,0,7.3,71.5,1,0.3576,10.9279755,834,143,296.56937,0.043,0.621,2.4859999999999998
FALSE POSITIVE,0,1,0,0,0,2177.0,287600.0,1,0.01,32.4403392,448,151,297.3703,0.077,0.00165,4.5098400000000005
FALSE POSITIVE,0,1,0,0,0,2607.6,232470.0,1,0.004,2.62387291,1790,189,299.82968,0.149,0.00147,4.612480000000001
FALSE POSITIVE,0,0,0,1,0,3152.6,129240.0,1,0.001,3.6716610960000002,1967,207,300.63577000000004,0.273,0.0018800000000000002,4.2994699999999995
FALSE POSITIVE,0,0,0,1,0,8.0,74.6,1,0.2048,0.50948306,3024,186,298.87737999999996,0.289,1.1,3.14
FALSE POSITIVE,0,1,0,0,0,252.0,112260.0,1,0.214,1.890227354,1236,159,285.03131,0.035,0.0238,3.855
FALSE POSITIVE,0,0,1,0,1,7.2,45.5,1,0.17300000000000001,1.38718209,1707,171,286.0213,0.062,0.8490000000000001,2.595
FALSE POSITIVE,0,1,0,0,0,2387.8,233340.0,1,0.10099999999999999,3.138580493,1281,152,294.47292999999996,0.195,0.0011300000000000001,4.16343
FALSE POSITIVE,0,0,0,1,0,15.9,1364.2,1,12.25,581.0723,639,109,297.62296000000003,0.033,1.3,15.81
CANDIDATE,2,0,0,0,0,7.9,121.3,1,0.326,10.217058900000001,929,169,298.54852,0.10800000000000001,0.659,2.259
FALSE POSITIVE,0,1,0,0,0,645.9,133320.0,1,0.033,2.14344093,1033,144,299.68179,0.027999999999999997,0.0111,3.9741
FALSE POSITIVE,0,1,0,0,0,2098.9,127970.0,1,0.047,9.058487716,547,131,282.54208,0.057999999999999996,0.00331,4.14334
FALSE POSITIVE,0,1,0,0,0,969.3,439210.0,1,0.009000000000000001,39.23814157,656,147,285.97623,0.06,0.00884,6.07183
FALSE POSITIVE,0,1,0,0,0,742.1,106530.0,1,0.017,7.436016459,968,153,293.34525,0.054000000000000006,0.00842,4.16284
CANDIDATE,2,0,0,0,0,8.5,202.5,1,0.4531,27.5837778,1330,83,296.84967,0.027999999999999997,0.33899999999999997,1.516
FALSE POSITIVE,0,1,0,0,0,2599.0,459880.0,1,0.0,14.36102158,594,156,298.34381,0.07200000000000001,0.00588,13.2895
FALSE POSITIVE,0,1,0,0,0,4542.8,83412.0,1,0.013999999999999999,14.84424039,810,168,287.57361000000003,0.175,0.0016899999999999999,6.83577
FALSE POSITIVE,0,1,0,0,0,370.6,61032.0,1,0.098,4.42158021,2565,251,296.49069,0.51,0.0541,10.4532
CANDIDATE,2,0,0,0,0,9.3,51.8,1,0.42,3.14735789,2209,72,289.82198999999997,0.262,0.318,3.6430000000000002
FALSE POSITIVE,0,1,0,0,0,1144.8,58144.0,1,0.23,10.11614452,549,138,288.51062,0.042,0.00372,2.7031400000000003
FALSE POSITIVE,0,1,0,0,0,237.7,1520.3,1,1.755,1.9532853209999999,2927,176,289.57025,0.36,0.00914,1.67598
CANDIDATE,2,0,0,0,0,10.7,222.5,2,0.01,2.61090223,1323,74,299.16953,0.132,0.201,1.976
CANDIDATE,2,0,0,0,0,9.7,67.9,2,0.289,17.6637979,1178,95,293.57394,0.292,0.912,6.194
CANDIDATE,2,0,0,0,0,11.1,47.9,3,0.0874,9.48814747,856,104,288.53082,0.07200000000000001,0.19399999999999998,1.163
FALSE POSITIVE,0,0,0,1,0,14.3,148.2,2,0.0091,346.36642,314,160,291.74017000000003,0.131,1.1,14.94
FALSE POSITIVE,0,1,0,0,1,3230.4,92285.0,1,0.025,3.471399214,1558,181,290.85925,0.258,0.0014199999999999998,5.07707
FALSE POSITIVE,0,1,0,0,0,187.0,70355.0,1,3.76,4.176929219,938,162,291.05762000000004,0.035,0.0607,5.2003
FALSE POSITIVE,0,0,0,1,0,8.2,425.4,1,0.45299999999999996,569.45051,225,182,292.47549,0.05,2.3,9.63
FALSE POSITIVE,0,1,0,0,0,217.7,116630.0,1,0.693,18.11208877,1068,203,294.24017000000003,0.09,0.0578,6.7828
CANDIDATE,2,0,0,0,0,10.7,298.4,3,0.071,4.84505985,723,77,295.79138,0.045,0.182,2.0780000000000003
FALSE POSITIVE,0,1,0,0,0,181.4,1840.6,1,1.213,8.665259912,1378,213,297.38254,0.544,0.022000000000000002,3.1088
FALSE POSITIVE,0,1,0,0,0,1564.3,181820.0,1,0.017,4.726086185,1032,159,297.61514,0.044000000000000004,0.0038,4.397930000000001
CANDIDATE,2,0,0,0,0,10.2,250.9,2,0.456,623.7077400000001,258,158,294.95257999999995,0.11199999999999999,0.488,6.688
FALSE POSITIVE,0,0,0,1,1,9.6,13.7,1,0.353,1.51945182,1901,80,290.4678,0.125,1.1,2.95
FALSE POSITIVE,0,1,0,0,0,3469.5,447720.0,1,0.003,25.76205672,604,74,296.98712,0.105,0.0058,14.8694
CANDIDATE,2,0,0,0,0,41.8,46.9,1,0.2962,2.70581614,1356,148,299.11465,0.098,0.156,6.56
FALSE POSITIVE,0,0,0,1,0,2085.7,107380.0,2,0.012,10.76839193,970,174,298.54251,0.602,0.00532,12.5252
FALSE POSITIVE,0,0,0,1,0,21.4,45.9,1,0.215,0.7337245040000001,2601,219,283.72507,0.344,0.135,2.208
CANDIDATE,2,0,0,0,0,10.3,32.1,1,0.34,1.28940823,3112,78,283.77316,0.252,0.455,3.6519999999999997
FALSE POSITIVE,0,0,0,1,1,22.5,82.6,1,0.28,0.566811926,2293,194,291.74191,0.07,0.151,4.181
FALSE POSITIVE,0,0,1,0,0,15.0,91.1,1,0.222,1.69421771,1274,162,281.56042,0.055999999999999994,0.35200000000000004,4.1610000000000005
CANDIDATE,2,0,0,0,0,9.0,207.1,1,0.426,13.8086331,659,165,289.62292,0.055999999999999994,0.428,3.613
FALSE POSITIVE,0,1,0,0,0,593.6,32096.0,1,0.035,2.7394770889999998,1475,155,290.2905,0.054000000000000006,0.00445,3.18229
FALSE POSITIVE,0,1,0,0,0,2152.8,113970.0,1,0.009000000000000001,4.0286714539999995,1492,170,292.22934,0.19,0.00609,8.122530000000001
FALSE POSITIVE,0,0,0,1,0,45.0,93.7,3,0.061,0.687004402,3535,212,299.62277,0.629,0.163,3.8289999999999997
FALSE POSITIVE,0,1,0,0,1,16.8,152.1,1,0.04,0.91839938,1558,184,289.73306,0.049,0.5429999999999999,4.479
FALSE POSITIVE,0,0,0,1,0,16.0,13.4,1,0.391,0.94356284,3176,214,293.57108,0.139,0.431,5.721
CANDIDATE,2,1,0,0,0,1107.7,66328.0,1,0.028999999999999998,2.243569483,1364,181,295.18892999999997,0.081,0.00502,4.14769
CANDIDATE,2,0,0,0,0,8.8,27.1,1,0.335,2.4376438,1686,79,287.76895,0.182,0.16399999999999998,1.587
FALSE POSITIVE,0,1,0,0,0,347.5,20524.0,1,0.315,0.6517316910000001,2604,157,289.09744,0.45799999999999996,0.0105,2.4602
FALSE POSITIVE,0,0,0,1,0,7.7,497.6,1,0.225,55.884827,438,169,285.1973,0.035,0.457,2.283
FALSE POSITIVE,0,0,1,0,0,11.3,133.1,1,0.0046,3.75938475,1677,125,292.2048,0.16899999999999998,0.142,1.188
FALSE POSITIVE,0,1,0,0,0,395.3,81901.0,1,0.098,10.6840477,444,77,293.79077,0.031,0.0114,3.515
FALSE POSITIVE,0,0,0,1,0,133.4,5880.0,1,6.59,2.305097141,2753,246,297.39349,0.155,0.0209,1.9378
FALSE POSITIVE,0,1,0,0,0,2246.9,455660.0,1,0.005,18.52591745,618,180,298.80557000000005,0.044000000000000004,0.0031,5.9056
CANDIDATE,2,0,0,0,0,11.2,200.7,1,0.23800000000000002,4.15736472,931,154,286.40033,0.045,0.207,2.217
FALSE POSITIVE,0,1,0,0,0,873.6,37454.0,1,0.059000000000000004,0.5024542989999999,2336,166,291.27692,0.052000000000000005,0.0021,2.31547
FALSE POSITIVE,0,1,0,0,0,820.9,388000.0,1,0.027999999999999997,27.30815016,523,180,291.3735,0.064,0.008740000000000001,4.43906
FALSE POSITIVE,0,1,1,0,0,200.9,2486.5,1,0.645,1.222127938,1470,170,296.23392,0.10800000000000001,0.0148,2.2613
FALSE POSITIVE,0,0,0,1,0,12.4,216.0,1,0.15,0.589753355,1760,163,289.33759,0.03,0.195,0.606
FALSE POSITIVE,0,1,0,0,0,1289.0,370600.0,1,0.016,0.760935268,1285,152,296.44192999999996,0.046,0.00134,2.7702299999999997
CANDIDATE,2,0,0,0,0,9.1,74.8,2,0.381,2.012094,1523,76,298.40137000000004,0.15,0.257,2.157
FALSE POSITIVE,0,0,1,0,1,16.0,70.8,1,0.315,1.33258772,1825,83,295.19968,0.188,0.47,5.187
CANDIDATE,2,0,0,0,0,8.6,230.5,2,0.442,9.476705699999998,841,177,292.25464,0.048,0.413,3.8930000000000002
CANDIDATE,2,0,0,0,0,10.4,614.6,3,0.446,208.54335,321,83,289.66489,0.168,0.611,9.851
CANDIDATE,2,0,0,0,0,9.6,70.1,2,0.2686,5.039585099999999,1067,164,286.54041,0.08199999999999999,0.624,4.556
CANDIDATE,2,0,0,0,0,13.2,70.9,3,0.17800000000000002,7.64370363,1334,195,300.31619,0.39799999999999996,0.182,2.738
CANDIDATE,2,0,0,0,0,6.4,23.6,1,0.1991,2.9590637,1564,161,288.01552999999996,0.21,2.5,28.81
FALSE POSITIVE,0,1,0,0,0,893.0,106050.0,1,0.106,15.06649153,932,77,293.92529,0.21,0.0103,6.2852
FALSE POSITIVE,0,1,0,0,0,140.4,40509.0,1,0.025,1.8318297030000001,2078,147,294.16028,0.99,0.111,7.289
CANDIDATE,2,0,0,0,0,9.2,161.4,1,0.16,5.11683678,1039,188,295.73334,0.05,0.39899999999999997,3.1189999999999998
FALSE POSITIVE,0,0,1,0,1,9.7,95.9,1,0.3714,1.06100327,1793,168,297.88527999999997,0.043,0.21899999999999997,1.675
FALSE POSITIVE,0,1,1,0,0,331.7,13859.0,1,0.10300000000000001,0.9220305940000001,2194,154,297.93068999999997,0.06,0.0208,4.367
FALSE POSITIVE,0,1,0,0,0,5148.8,208730.0,1,0.005,24.71479071,901,173,298.21442,0.247,0.0012699999999999999,5.06776
FALSE POSITIVE,0,1,0,0,0,961.9,17369.0,1,0.036000000000000004,0.607191908,1759,176,293.99124,0.078,0.00885,1.30166
FALSE POSITIVE,0,0,1,1,0,7.8,260.1,1,0.19899999999999998,2.2502072999999996,3637,90,282.18466,0.027000000000000003,0.384,2.2030000000000003
CANDIDATE,2,0,0,0,0,8.7,198.5,1,0.3,17.9925973,748,160,283.13372999999996,0.14800000000000002,0.289,2.762
FALSE POSITIVE,0,1,0,0,0,6873.9,108820.0,1,0.004,0.648775795,1714,196,283.77744,0.048,0.0,4.346480000000001
FALSE POSITIVE,0,1,0,0,0,2584.7,358890.0,1,0.005,0.938905082,4281,239,292.21927,0.405,0.00216,5.00453
FALSE POSITIVE,0,1,0,0,0,5258.2,437140.0,1,0.004,10.81916946,850,179,288.29306,0.087,0.0008,5.502619999999999
FALSE POSITIVE,0,1,0,0,0,665.5,195750.0,1,0.024,2.6805144530000002,1431,181,288.53311,0.128,0.0067599999999999995,3.21178
CANDIDATE,2,0,0,0,0,8.1,215.9,1,0.159,19.164111,519,153,291.09485,0.033,0.451,2.773
FALSE POSITIVE,0,1,1,0,0,9.8,153.0,1,0.42700000000000005,0.9700856459999999,5119,54,291.99316,0.196,0.18100000000000002,1.129
FALSE POSITIVE,0,1,0,0,0,5027.8,325700.0,1,0.008,11.30098763,1019,83,293.02563,0.159,0.00247,10.5199
FALSE POSITIVE,0,1,0,0,0,861.6,114930.0,1,0.016,2.1825151259999997,2703,225,293.41541,0.22699999999999998,0.0115,6.8413
FALSE POSITIVE,0,1,0,0,0,5776.1,305230.0,1,0.002,2.6594188880000003,1352,183,293.8414,0.052000000000000005,0.00093,6.984139999999999
FALSE POSITIVE,0,0,1,0,1,12.4,125.1,1,0.363,1.65546056,1331,187,297.7178,0.027000000000000003,0.228,3.52
FALSE POSITIVE,0,1,0,0,0,2857.7,32091.0,1,0.154,1.759276227,1861,161,295.22525,0.055999999999999994,0.0032600000000000003,3.19585
FALSE POSITIVE,0,0,0,1,1,9.7,25.7,1,0.3779,0.77996263,2607,173,301.36261,0.31,0.575,3.3689999999999998
CANDIDATE,2,0,0,0,0,13.2,170.5,1,0.314,0.8002632190000001,1240,118,284.77267,0.059000000000000004,0.102,0.7290000000000001
FALSE POSITIVE,0,0,0,1,0,2895.8,231000.0,1,0.008,18.64632309,1194,192,300.89032000000003,0.752,0.00375,8.853
CANDIDATE,2,0,0,0,0,11.5,702.0,1,0.1376,441.17369,217,171,290.30801,0.027000000000000003,2.9,14.82
FALSE POSITIVE,0,0,1,0,0,9.1,144.9,1,0.2523,3.6673004999999996,627,84,292.78583,0.06,0.563,3.373
FALSE POSITIVE,0,1,0,0,0,2947.8,215960.0,1,0.165,0.773144492,2860,177,295.28845,0.258,0.0058,4.056430000000001
FALSE POSITIVE,0,1,0,0,0,2499.7,85309.0,1,0.001,50.44028536,673,170,297.96612999999996,0.266,0.00639,12.2001
FALSE POSITIVE,0,1,0,0,0,840.7,158910.0,1,0.006999999999999999,3.255385289,1236,172,299.92822,0.10099999999999999,0.0109,5.9498
FALSE POSITIVE,0,0,0,1,0,5.2,14.7,1,0.6051,7.4185369,1963,338,296.69196,0.11800000000000001,0.45899999999999996,1.4509999999999998
FALSE POSITIVE,0,0,0,1,0,256.3,791.6,1,0.17300000000000001,15.68434493,1136,174,297.32681,0.273,0.233,44.463
FALSE POSITIVE,0,1,0,0,0,669.6,64104.0,1,0.023,1.400991827,2468,189,286.556,0.258,0.0121,4.8798
CANDIDATE,2,0,0,0,0,7.4,219.3,1,0.20800000000000002,19.2532128,692,162,287.46475,0.05,0.40399999999999997,1.6740000000000002
FALSE POSITIVE,0,0,0,1,0,35.3,81.8,2,0.0388,0.533628226,3885,188,290.64642000000003,0.282,0.311,5.772
CANDIDATE,2,0,0,0,0,10.8,204.6,1,0.18899999999999997,1.817079849,1454,162,282.55869,0.039,0.136,0.889
FALSE POSITIVE,0,0,0,1,0,5246.5,279650.0,1,0.004,8.04963472,1247,169,284.41778999999997,0.185,0.0007700000000000001,6.00488
CANDIDATE,2,0,0,0,0,8.1,76.0,1,0.2284,23.378773300000002,694,156,288.29787999999996,0.055999999999999994,0.698,6.76
CANDIDATE,2,0,0,0,0,6.7,484.8,1,0.0223,15.09984259,576,166,290.54504,0.059000000000000004,0.135,0.222
FALSE POSITIVE,0,0,1,0,1,20.3,327.6,1,0.193,1.22775105,1094,135,289.04477,0.032,0.109,1.6019999999999999
CANDIDATE,2,0,0,0,0,9.2,269.6,1,0.4098,15.3416245,605,167,296.28311,0.07400000000000001,0.501,2.126
FALSE POSITIVE,0,1,0,0,0,582.0,46802.0,1,0.29600000000000004,7.214721393,630,153,291.08231,0.052000000000000005,0.00473,2.36464
CONFIRMED,1,0,0,0,0,9.2,16536.0,3,0.0838,8.15275885,305,125,298.73611,0.14,0.24,1.746
FALSE POSITIVE,0,0,1,1,0,9.2,137.5,3,0.332,3.18740907,919,146,290.20361,0.045,0.674,6.19
FALSE POSITIVE,0,0,0,0,1,12.1,20.7,3,0.37200000000000005,0.962815183,3152,189,297.72531000000004,0.395,0.231,2.5810000000000004
FALSE POSITIVE,0,0,1,1,1,19.4,120.5,2,0.294,0.696290095,1969,160,283.72379,0.039,0.324,3.839
CANDIDATE,2,0,0,0,0,10.8,49.5,1,0.46,10.0714369,1362,192,287.22351000000003,0.816,0.488,6.891
